name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,group_plat,ventas_totales
batman: arkham asylum,PS3,2009,Action,2.24,1.31,0.07,0.61,91.0,89.0,T,play,4.23
metal gear solid 3: snake eater,PS2,2004,Action,1.46,0.0,0.83,1.93,91.0,93.0,M,play,4.22
assassin's creed: revelations,PS3,2011,Action,1.41,2.01,0.1,0.7,80.0,75.0,M,play,4.22
fallout 4,XOne,2015,Role-Playing,2.51,1.32,0.01,0.38,88.0,62.0,M,xbox,4.22
fifa 14,X360,2013,Sports,0.92,2.89,0.01,0.4,84.0,42.0,E,xbox,4.22
daxter,PSP,2006,Platform,2.45,1.01,0.0,0.75,85.0,87.0,E10+,play,4.21
warcraft ii: tides of darkness,PC,1995,Strategy,1.7,2.27,0.0,0.23,,,,pc,4.2
fifa soccer 06,PS2,2005,Sports,0.78,2.55,0.04,0.84,80.0,78.0,E,play,4.21
eyetoy play,PS2,2003,Misc,0.88,2.3,0.2,0.83,80.0,75.0,E,play,4.21
gran turismo 5 prologue,PS3,2007,Racing,1.28,1.82,0.57,0.52,80.0,71.0,E,play,4.19
assassin's creed: revelations,X360,2011,Action,2.25,1.47,0.04,0.43,80.0,72.0,M,xbox,4.19
fifa 12,X360,2011,Sports,0.84,2.78,0.02,0.53,,,,xbox,4.17
teenage mutant ninja turtles,NES,1989,Action,3.38,0.44,0.31,0.04,,,,nintendo,4.17
street fighter iv,PS3,2009,Fighting,2.03,1.04,0.58,0.52,94.0,73.0,T,play,4.17
excitebike,NES,1984,Racing,2.04,0.48,1.57,0.07,,,,nintendo,4.16
frogger,PS,1997,Action,3.79,0.27,0.0,0.11,,,,play,4.17
madden nfl 2003,PS2,2002,Sports,3.36,0.21,0.01,0.56,95.0,77.0,E,play,4.14
half-life,PC,1997,Shooter,4.03,0.0,0.09,0.0,96.0,91.0,M,pc,4.12
super mario world 2: yoshi's island,SNES,1995,Platform,1.65,0.61,1.76,0.09,,,,nintendo,4.11
fifa soccer 07,PS2,2006,Sports,0.71,2.48,0.03,0.89,,,,play,4.11
street fighter ii turbo,SNES,1992,Fighting,1.42,0.51,2.1,0.07,,,,nintendo,4.1
world of warcraft: the burning crusade,PC,2007,Role-Playing,2.57,1.52,0.0,0.0,91.0,79.0,T,pc,4.09
battlefield 1,PS4,2016,Shooter,1.1,2.15,0.21,0.61,88.0,84.0,M,play,4.07
god of war ii,PS2,2007,Action,2.32,0.04,0.04,1.67,93.0,89.0,M,play,4.07
world soccer winning eleven 9,PS2,2005,Sports,0.12,2.26,0.9,0.77,,82.0,E,play,4.05
fallout: new vegas,X360,2010,Role-Playing,2.66,1.03,0.04,0.33,84.0,81.0,M,xbox,4.06
forza motorsport 2,X360,2007,Racing,2.35,1.27,0.03,0.41,90.0,83.0,E,xbox,4.06
carnival games,Wii,2007,Misc,2.12,1.47,0.05,0.42,56.0,60.0,E,nintendo,4.06
watch dogs,PS4,2014,Action,1.4,1.9,0.11,0.64,80.0,63.0,M,play,4.05
namco museum vol3,PS,1996,Misc,2.28,1.55,0.16,0.06,,,,play,4.05
tekken tag tournament,PS2,2000,Fighting,1.68,1.51,0.51,0.35,85.0,85.0,T,play,4.05
far cry 4,PS4,2014,Shooter,1.13,2.18,0.1,0.63,85.0,77.0,M,play,4.04
star fox 64,N64,1997,Shooter,2.78,0.58,0.64,0.04,,,,nintendo,4.04
golf,NES,1984,Sports,1.22,0.28,2.46,0.04,,,,nintendo,4.0
namco museum: 50th anniversary,PS2,2005,Misc,2.08,1.35,0.0,0.54,61.0,,E10+,play,3.97
left 4 dead 2,X360,2009,Shooter,2.67,0.87,0.05,0.38,89.0,86.0,M,xbox,3.97
the witcher 3: wild hunt,PS4,2015,Role-Playing,1.02,2.13,0.23,0.59,92.0,92.0,M,play,3.97
assassin's creed: unity,PS4,2014,Action,1.19,2.07,0.08,0.62,70.0,49.0,M,play,3.96
batman: arkham knight,PS4,2015,Action,1.53,1.69,0.1,0.64,87.0,76.0,M,play,3.96
the legend of zelda: skyward sword,Wii,2011,Action,2.03,1.16,0.37,0.38,93.0,80.0,E10+,nintendo,3.94
fallout 3,PS3,2008,Role-Playing,2.15,1.13,0.07,0.59,90.0,80.0,M,play,3.94
professor layton and the diabolical box,DS,2007,Puzzle,0.9,1.76,0.92,0.37,84.0,88.0,E10+,nintendo,3.95
donkey kong land,GB,1994,Platform,1.97,0.76,1.07,0.11,,,,nintendo,3.91
ea sports active,Wii,2009,Sports,2.09,1.35,0.06,0.4,81.0,87.0,E,nintendo,3.9
tony hawk's underground,PS2,2003,Sports,2.29,1.17,0.01,0.42,90.0,87.0,T,play,3.89
monster hunter 4 ultimate,3DS,2014,Role-Playing,0.68,0.48,2.62,0.11,86.0,87.0,T,nintendo,3.89
the elder scrolls v: skyrim,PC,2011,Role-Playing,1.16,2.12,0.0,0.6,94.0,81.0,M,pc,3.88
nba 2k16,PS4,2015,Sports,2.49,0.66,0.03,0.69,87.0,67.0,E10+,play,3.87
tekken 5,PS2,2005,Fighting,0.93,1.94,0.31,0.7,88.0,86.0,T,play,3.88
dragon warrior iii,NES,1988,Role-Playing,0.1,0.0,3.77,0.0,,,,nintendo,3.87
motorstorm,PS3,2006,Racing,1.53,1.6,0.06,0.67,84.0,74.0,T,play,3.86
nintendogs + cats,3DS,2011,Simulation,1.44,1.41,0.73,0.27,,,,nintendo,3.85
world soccer winning eleven 8 international,PS2,2004,Sports,0.16,1.89,1.12,0.68,91.0,91.0,E,play,3.85
sports champions,PS3,2010,Sports,2.13,1.12,0.1,0.5,76.0,79.0,E10+,play,3.85
namco museum vol1,PS,1995,Misc,2.12,1.44,0.22,0.06,,,,play,3.84
the legend of zelda: link's awakening,GB,1992,Action,2.21,0.96,0.54,0.13,,,,nintendo,3.84
call of duty: ghosts,PS4,2013,Shooter,1.78,1.43,0.05,0.57,78.0,37.0,M,play,3.83
flash focus: vision training in minutes a day,DS,2007,Misc,0.86,1.56,1.05,0.35,59.0,40.0,E,nintendo,3.82
tom clancy's the division,PS4,2016,Shooter,1.35,1.7,0.15,0.6,80.0,70.0,M,play,3.8
big brain academy: wii degree,Wii,2007,Misc,1.05,1.91,0.41,0.42,68.0,69.0,E,nintendo,3.79
resident evil director's cut,PS,1996,Action,1.82,1.24,0.47,0.25,,,,play,3.78
mario & luigi: bowser's inside story,DS,2009,Role-Playing,2.23,0.47,0.81,0.26,,,,nintendo,3.77
lego indiana jones: the original adventures,X360,2008,Action,2.4,1.01,0.0,0.36,77.0,75.0,E10+,xbox,3.77
the sims: unleashed,PC,2002,Simulation,2.03,1.56,0.0,0.17,79.0,80.0,T,pc,3.76
ratchet & clank: size matters,PSP,2007,Platform,1.4,1.39,0.1,0.86,,,,play,3.75
harry potter and the sorcerer's stone,PS,2001,Action,1.37,2.0,0.14,0.22,64.0,75.0,E,play,3.73
mario & sonic at the london 2012 olympic games,Wii,2011,Sports,1.12,1.87,0.27,0.45,,,,nintendo,3.71
resident evil 3: nemesis,PS,1999,Action,1.3,0.77,1.54,0.11,,,,play,3.72
super paper mario,Wii,2007,Platform,1.95,0.86,0.59,0.31,85.0,79.0,E,nintendo,3.71
spyro: year of the dragon,PS,2000,Platform,1.93,1.58,0.0,0.19,91.0,88.0,E,play,3.7
assassin's creed iv: black flag,PS3,2013,Action,1.33,1.68,0.13,0.57,88.0,81.0,M,play,3.71
fifa soccer 2005,PS2,2004,Sports,0.58,2.48,0.04,0.59,81.0,76.0,E,play,3.69
pokémon trading card game,GB,1998,Strategy,1.49,0.73,1.38,0.1,,,,nintendo,3.7
friend collection,DS,2009,Misc,0.0,0.0,3.67,0.0,,,,nintendo,3.67
tony hawk's pro skater 4,PS2,2002,Sports,2.13,1.18,0.01,0.35,94.0,85.0,T,play,3.67
star wars battlefront (2015),XOne,2015,Shooter,2.04,1.28,0.02,0.32,,,,xbox,3.66
mysims,DS,2007,Simulation,1.58,1.59,0.08,0.41,67.0,73.0,E,nintendo,3.66
midnight club 3: dub edition,PSP,2005,Racing,1.65,1.21,0.0,0.79,74.0,84.0,E10+,play,3.65
banjo-kazooie,N64,1998,Platform,1.87,1.13,0.55,0.1,,,,nintendo,3.65
socom: us navy seals,PS2,2002,Shooter,2.53,0.81,0.06,0.24,82.0,79.0,M,play,3.64
jak and daxter: the precursor legacy,PS2,2001,Platform,2.08,1.09,0.15,0.33,90.0,87.0,E,play,3.65
pokemon snap,N64,1999,Simulation,2.23,0.68,0.66,0.06,,,,nintendo,3.63
pro evolution soccer 2008,PS2,2007,Sports,0.05,0.0,0.64,2.93,82.0,79.0,E,play,3.62
resident evil 4,PS2,2005,Action,2.08,0.83,0.46,0.25,96.0,89.0,M,play,3.62
guitar hero: world tour,Wii,2008,Misc,2.32,0.96,0.0,0.34,86.0,76.0,T,nintendo,3.62
fifa soccer 10,PS3,2009,Sports,0.6,2.45,0.05,0.52,91.0,76.0,E,play,3.62
star wars: battlefront,PS2,2004,Shooter,1.93,1.22,0.03,0.44,82.0,87.0,T,play,3.62
doom ii: hell on earth,PC,1994,Shooter,2.05,1.4,0.0,0.16,,,,pc,3.61
the simpsons: road rage,PS2,2001,Racing,2.02,1.17,0.0,0.42,64.0,77.0,T,play,3.61
luigi's mansion,GC,2001,Action,2.38,0.67,0.46,0.1,78.0,85.0,E,nintendo,3.61
battlefield 4,PS4,2013,Shooter,1.35,1.55,0.17,0.51,85.0,69.0,M,play,3.58
star wars: battlefront ii,PS2,2005,Shooter,2.18,1.02,0.03,0.37,84.0,90.0,T,play,3.6
just dance 2014,Wii,2013,Misc,1.88,1.39,0.0,0.31,,62.0,E10+,nintendo,3.58
cooking mama 2: dinner with friends,DS,2007,Simulation,1.6,1.49,0.1,0.39,70.0,80.0,E,nintendo,3.58
wwf smackdown!,PS,2000,Fighting,2.01,1.35,0.06,0.16,,,,play,3.58
croc: legend of the gobbos,PS,1997,Platform,1.57,1.79,0.0,0.2,,,,play,3.56
grand theft auto: liberty city stories,PS2,2006,Action,1.56,1.4,0.07,0.5,78.0,78.0,M,play,3.53
the getaway,PS2,2002,Action,1.23,1.77,0.05,0.49,72.0,68.0,M,play,3.54
tomb raider iii: adventures of lara croft,PS,1997,Action,1.66,1.58,0.12,0.18,,,,play,3.54
james bond 007: agent under fire,PS2,2001,Shooter,1.9,1.13,0.1,0.41,72.0,79.0,T,play,3.54
lego star wars: the video game,PS2,2005,Action,1.98,1.14,0.01,0.41,,,,play,3.54
rugrats in paris: the movie,PS,2000,Action,1.96,1.33,0.0,0.23,,,,play,3.52
fifa soccer 11,X360,2010,Sports,0.71,2.39,0.02,0.4,88.0,75.0,E,xbox,3.52
spyro 2: ripto's rage!,PS,1999,Platform,2.14,1.21,0.01,0.17,,,,play,3.53
left 4 dead,X360,2008,Shooter,2.66,0.49,0.05,0.3,89.0,79.0,M,xbox,3.5
donkey kong country 3: dixie kong's double trouble!,SNES,1996,Platform,1.17,0.5,1.75,0.08,,,,nintendo,3.5
assassin's creed: unity,XOne,2014,Action,2.27,0.9,0.0,0.33,72.0,41.0,M,xbox,3.5
kung fu,NES,1985,Action,1.64,0.38,1.42,0.06,,,,nintendo,3.5
resident evil 5,X360,2009,Action,2.11,0.93,0.12,0.34,83.0,75.0,M,xbox,3.5
assassin's creed: brotherhood,X360,2010,Action,2.85,0.38,0.03,0.24,89.0,83.0,M,xbox,3.5
battlefield 4,PS3,2013,Shooter,1.3,1.42,0.27,0.5,80.0,58.0,M,play,3.49
batman: arkham asylum,X360,2009,Action,2.2,0.95,0.02,0.31,92.0,87.0,T,xbox,3.48
battlefield 4,X360,2013,Shooter,2.15,1.01,0.02,0.31,79.0,56.0,M,xbox,3.49
battlefield: bad company 2,X360,2010,Shooter,2.1,1.01,0.04,0.32,88.0,86.0,M,xbox,3.47
mario & sonic at the olympic winter games,DS,2009,Sports,1.21,1.62,0.27,0.37,,,,nintendo,3.47
guitar hero: on tour,DS,2008,Misc,2.1,1.01,0.01,0.35,71.0,88.0,E10+,nintendo,3.47
clubhouse games,DS,2006,Misc,0.59,1.79,0.73,0.34,83.0,84.0,E,nintendo,3.45
monster hunter 4,3DS,2013,Role-Playing,0.0,0.0,3.44,0.0,,,,nintendo,3.44
borderlands,X360,2009,Shooter,2.4,0.71,0.03,0.29,84.0,82.0,M,xbox,3.43
tekken 4,PS2,2002,Fighting,1.55,1.27,0.33,0.29,79.0,83.0,T,play,3.44
final fantasy iii,SNES,1994,Role-Playing,0.86,0.0,2.55,0.02,,,,nintendo,3.43
grand theft auto 2,PS,1998,Action,1.13,2.07,0.0,0.22,70.0,80.0,T,play,3.42
metal gear solid v: the phantom pain,PS4,2015,Action,1.09,1.36,0.49,0.48,93.0,82.0,M,play,3.42
spider-man 2,PS2,2004,Action,1.75,1.2,0.02,0.43,80.0,89.0,T,play,3.4
f-1 race,GB,1990,Racing,1.73,0.69,0.59,0.4,,,,nintendo,3.41
fifa soccer 2003,PS2,2002,Sports,0.46,2.28,0.05,0.61,88.0,67.0,E,play,3.4
littlebigplanet 2,PS3,2011,Platform,1.83,1.05,0.06,0.46,91.0,84.0,E,play,3.4
crash bash,PS,2000,Misc,1.56,1.47,0.19,0.17,68.0,82.0,E,play,3.39
assassin's creed syndicate,PS4,2015,Action,0.81,1.99,0.07,0.52,76.0,68.0,M,play,3.39
lego batman: the videogame,X360,2008,Action,2.04,1.02,0.0,0.32,76.0,79.0,E10+,xbox,3.38
destiny,XOne,2014,Shooter,2.14,0.92,0.0,0.31,75.0,55.0,T,xbox,3.37
wwf war zone,PS,1998,Fighting,2.47,0.76,0.0,0.13,,,,play,3.36
the legend of zelda: majora's mask,N64,2000,Action,1.9,0.67,0.73,0.06,,,,nintendo,3.36
far cry 3,PS3,2012,Shooter,0.88,1.7,0.1,0.67,90.0,85.0,M,play,3.35
rugrats: search for reptar,PS,1998,Adventure,1.63,1.53,0.0,0.18,,,,play,3.34
english training: have fun improving your skills!,DS,2006,Misc,0.0,0.99,2.32,0.02,,,,nintendo,3.33
james bond 007: nightfire,PS2,2002,Shooter,1.45,1.29,0.12,0.46,77.0,85.0,T,play,3.32
ratchet & clank,PS2,2002,Platform,1.44,1.01,0.57,0.3,,,,play,3.32
monster hunter x,3DS,2015,Action,0.27,0.21,2.79,0.05,,,,nintendo,3.32
star wars episode iii: revenge of the sith,PS2,2005,Action,1.47,1.39,0.03,0.43,60.0,72.0,T,play,3.32
the legend of zelda: spirit tracks,DS,2009,Action,1.4,0.91,0.74,0.26,87.0,78.0,E10+,nintendo,3.31
max payne,PS2,2001,Shooter,1.99,1.05,0.05,0.22,80.0,85.0,M,play,3.31
assassin's creed iv: black flag,X360,2013,Action,1.9,1.11,0.01,0.29,86.0,79.0,M,xbox,3.31
the lord of the rings: the return of the king,PS2,2003,Action,1.5,1.28,0.05,0.46,85.0,87.0,T,play,3.29
yokai watch 2 ganso/honke,3DS,2014,Role-Playing,0.09,0.0,3.18,0.01,,,,nintendo,3.28
gears of war: ultimate edition,XOne,2015,Shooter,2.61,0.33,0.0,0.34,82.0,75.0,M,xbox,3.28
true crime: streets of la,PS2,2003,Action,1.89,1.05,0.02,0.31,77.0,80.0,M,play,3.27
professor layton and the unwound future,DS,2008,Puzzle,0.6,1.57,0.82,0.27,86.0,92.0,E10+,nintendo,3.26
gran turismo (psp),PSP,2009,Racing,0.5,1.58,0.31,0.87,,,,play,3.26
fifa 16,XOne,2015,Sports,0.89,2.12,0.0,0.24,84.0,44.0,E,xbox,3.25
wii music,Wii,2008,Misc,1.35,1.11,0.46,0.32,63.0,46.0,E,nintendo,3.24
tekken,PS,1995,Fighting,0.95,1.3,0.77,0.22,,,,play,3.24
madden nfl 16,PS4,2015,Sports,2.34,0.3,0.0,0.6,83.0,59.0,E,play,3.24
gran turismo 6,PS3,2013,Racing,0.72,1.67,0.4,0.44,81.0,77.0,E,play,3.23
halo: the master chief collection,XOne,2014,Shooter,1.91,1.0,0.03,0.29,85.0,72.0,M,xbox,3.23
007: tomorrow never dies,PS,1999,Shooter,1.72,1.33,0.0,0.16,,,,play,3.21
super mario maker,WiiU,2015,Platform,1.18,0.89,0.94,0.2,88.0,87.0,E,nintendo,3.21
wwf smackdown! 2: know your role,PS,2000,Fighting,1.76,1.21,0.07,0.16,,,,play,3.2
baseball,NES,1983,Sports,0.73,0.1,2.35,0.02,,,,nintendo,3.2
killer instinct,SNES,1995,Fighting,2.26,0.72,0.12,0.1,,,,nintendo,3.2
dragon quest vi: maboroshi no daichi,SNES,1995,Role-Playing,0.0,0.0,3.19,0.0,,,,nintendo,3.19
god of war: chains of olympus,PSP,2008,Action,1.48,1.0,0.04,0.66,91.0,86.0,M,play,3.18
enter the matrix,PS2,2003,Action,1.78,1.12,0.09,0.19,62.0,81.0,T,play,3.18
crisis core: final fantasy vii,PSP,2007,Role-Playing,1.35,0.59,0.8,0.43,83.0,80.0,T,play,3.17
dance central,X360,2010,Misc,2.15,0.76,0.01,0.26,82.0,76.0,T,xbox,3.18
la noire,PS3,2011,Adventure,1.27,1.29,0.12,0.49,89.0,77.0,M,play,3.17
ace combat 04: shattered skies,PS2,2001,Simulation,2.06,0.56,0.38,0.17,89.0,91.0,E,play,3.17
animal crossing,GC,2001,Simulation,1.92,0.16,0.99,0.09,87.0,89.0,E,nintendo,3.16
fifa soccer 08,PS2,2007,Sports,0.68,0.0,0.0,2.46,83.0,65.0,E,play,3.14
club penguin: elite penguin force,DS,2008,Adventure,1.87,0.97,0.0,0.3,,80.0,E,nintendo,3.14
spider-man,PS,2000,Action,1.7,1.25,0.02,0.16,87.0,90.0,E,play,3.13
mario party 9,Wii,2012,Misc,1.06,1.09,0.76,0.22,73.0,68.0,E,nintendo,3.13
need for speed iii: hot pursuit,PS,1998,Racing,2.14,0.86,0.0,0.13,88.0,,E,play,3.13
star wars episode i racer,N64,1999,Racing,2.31,0.62,0.14,0.04,,,,nintendo,3.11
sonic rush,DS,2005,Platform,1.21,1.56,0.06,0.29,82.0,85.0,E,nintendo,3.12
dragon warrior iv,NES,1990,Role-Playing,0.08,0.0,3.03,0.01,,,,nintendo,3.12
rhythm heaven,DS,2008,Misc,0.55,0.5,1.93,0.13,83.0,90.0,E,nintendo,3.11
fallout: new vegas,PS3,2010,Role-Playing,1.52,1.03,0.1,0.46,82.0,78.0,M,play,3.11
personal trainer: cooking,DS,2006,Misc,0.9,1.0,1.03,0.17,81.0,78.0,E,nintendo,3.1
the elder scrolls iv: oblivion,PS3,2007,Role-Playing,1.69,0.85,0.14,0.43,93.0,80.0,M,play,3.11
the legend of zelda: a link between worlds,3DS,2013,Action,1.4,1.01,0.46,0.23,91.0,89.0,E,nintendo,3.1
resident evil 6,PS3,2012,Shooter,0.88,0.94,0.88,0.4,74.0,54.0,M,play,3.1
mass effect 2,X360,2010,Role-Playing,1.99,0.81,0.03,0.27,96.0,89.0,M,xbox,3.1
dragon ball z: budokai,PS2,2002,Fighting,2.17,0.28,0.55,0.08,67.0,79.0,T,play,3.08
madden nfl 2002,PS2,2001,Sports,2.5,0.16,0.01,0.42,94.0,79.0,E,play,3.09
world class track meet,NES,1986,Sports,1.92,0.45,0.64,0.07,,,,nintendo,3.08
donkey kong,GB,1994,Platform,1.57,0.62,0.55,0.34,,,,nintendo,3.08
the sims: vacation,PC,2002,Simulation,1.72,1.21,0.0,0.14,75.0,78.0,T,pc,3.07
animal crossing: happy home designer,3DS,2015,Simulation,0.51,1.02,1.4,0.12,66.0,69.0,E,nintendo,3.05
the sims 4,PC,2014,Simulation,1.0,1.82,0.0,0.23,70.0,39.0,T,pc,3.05
borderlands 2,X360,2012,Shooter,1.89,0.88,0.04,0.25,89.0,82.0,M,xbox,3.06
lego batman: the videogame,DS,2008,Action,1.75,1.01,0.0,0.29,72.0,80.0,E10+,nintendo,3.05
kung fu panda,X360,2008,Action,1.91,0.84,0.0,0.29,75.0,74.0,E10+,xbox,3.04
mass effect 3,X360,2012,Role-Playing,1.94,0.84,0.03,0.24,93.0,58.0,M,xbox,3.05
heavy rain,PS3,2010,Adventure,1.29,1.21,0.06,0.47,87.0,77.0,M,play,3.03
rayman,PS,1995,Platform,1.54,1.33,0.0,0.16,,,,play,3.03
saints row 2,X360,2008,Action,1.94,0.79,0.02,0.28,81.0,81.0,M,xbox,3.03
tom clancy's splinter cell,XB,2002,Action,1.85,1.04,0.0,0.13,93.0,85.0,T,xbox,3.02
mike tyson's punch-out!!,NES,1987,Fighting,2.03,0.47,0.45,0.07,,,,nintendo,3.02
wwe smackdown! shut your mouth,PS2,2002,Sports,1.45,1.13,0.07,0.38,,,,play,3.03
fifa 14,PS4,2013,Sports,0.61,1.85,0.11,0.44,87.0,63.0,E,play,3.01
killzone 2,PS3,2009,Shooter,1.4,1.06,0.08,0.47,91.0,81.0,M,play,3.01
far cry 3,X360,2012,Shooter,1.38,1.32,0.02,0.28,91.0,86.0,M,xbox,3.0
epic mickey,Wii,2010,Platform,2.04,0.63,0.12,0.22,73.0,70.0,E,nintendo,3.01
nba 2k13,X360,2012,Sports,2.6,0.2,0.01,0.19,88.0,72.0,E,xbox,3.0
dragon ball z: budokai tenkaichi 3,PS2,2007,Fighting,1.15,0.0,0.76,1.09,73.0,92.0,T,play,3.0
star fox,SNES,1993,Shooter,1.61,0.51,0.8,0.07,,,,nintendo,2.99
the sims: livin large,PC,2000,Misc,1.67,1.18,0.0,0.13,82.0,66.0,T,pc,2.98
world soccer winning eleven 6 international,PS2,2002,Sports,0.12,1.26,1.16,0.45,93.0,91.0,E,play,2.99
devil may cry,PS2,2001,Action,1.36,0.86,0.64,0.13,94.0,85.0,M,play,2.99
star wars: the old republic,PC,2011,Role-Playing,1.58,1.01,0.0,0.38,85.0,59.0,T,pc,2.97
middle-earth: shadow of mordor,PS4,2014,Action,1.01,1.43,0.05,0.47,84.0,81.0,M,play,2.96
sonic heroes,PS2,2003,Platform,1.04,1.37,0.06,0.49,64.0,78.0,E,play,2.96
hitman 2: silent assassin,PS2,2002,Action,1.36,1.15,0.04,0.41,85.0,78.0,M,play,2.96
titanfall,XOne,2014,Shooter,1.84,0.8,0.04,0.27,86.0,64.0,M,xbox,2.95
battlefield: bad company 2,PS3,2010,Shooter,1.33,1.1,0.08,0.44,88.0,85.0,M,play,2.95
wave race 64,N64,1996,Racing,1.98,0.58,0.34,0.04,,,,nintendo,2.94
socom ii: us navy seals,PS2,2003,Shooter,2.22,0.51,0.06,0.15,87.0,90.0,M,play,2.94
wwe smackdown! vs raw 2006,PS2,2005,Fighting,1.45,1.11,0.04,0.33,,,,play,2.93
pac-man collection,GBA,2001,Puzzle,2.07,0.77,0.05,0.05,79.0,78.0,E,nintendo,2.94
street fighter iv,X360,2009,Fighting,1.82,0.7,0.15,0.26,93.0,73.0,T,xbox,2.93
infamous,PS3,2009,Action,1.76,0.68,0.12,0.37,85.0,83.0,T,play,2.93
kirby super star ultra,DS,2008,Platform,1.55,0.04,1.19,0.15,76.0,88.0,E,nintendo,2.93
call of duty: ghosts,XOne,2013,Shooter,1.88,0.77,0.0,0.27,78.0,43.0,M,xbox,2.92
fifa 15,X360,2014,Sports,0.79,1.92,0.0,0.21,,42.0,E,xbox,2.92
super mario world 2: yoshi's island,GBA,2002,Platform,1.75,0.45,0.62,0.09,,,,nintendo,2.91
mass effect,X360,2007,Role-Playing,1.83,0.79,0.03,0.27,91.0,87.0,M,xbox,2.92
sonic mega collection plus,PS2,2004,Misc,1.54,1.14,0.0,0.22,73.0,86.0,E,play,2.9
world soccer winning eleven 7 international,PS2,2003,Sports,0.08,1.24,1.13,0.45,93.0,90.0,E,play,2.9
sega superstars tennis,X360,2008,Sports,1.75,0.86,0.0,0.28,67.0,68.0,E10+,xbox,2.89
hot shots golf 3,PS2,2001,Sports,0.99,0.32,1.38,0.2,85.0,89.0,E,play,2.89
cooking mama: cook off,Wii,2007,Simulation,1.41,1.12,0.05,0.3,61.0,53.0,E,nintendo,2.88
call of duty: finest hour,PS2,2004,Shooter,1.51,1.12,0.01,0.24,76.0,77.0,T,play,2.88
warioware: smooth moves,Wii,2006,Puzzle,0.86,1.04,0.73,0.26,83.0,74.0,E10+,nintendo,2.89
syphon filter,PS,1999,Shooter,2.03,0.72,0.02,0.11,,,,play,2.88
imagine: babyz,DS,2007,Simulation,1.3,1.26,0.0,0.31,,77.0,E,nintendo,2.87
colin mcrae rally,PS,1998,Racing,0.09,2.43,0.12,0.22,,,,play,2.86
madden nfl 13,X360,2012,Sports,2.53,0.15,0.0,0.17,81.0,58.0,E,xbox,2.85
the elder scrolls iii: morrowind,XB,2002,Role-Playing,2.09,0.63,0.03,0.11,87.0,87.0,T,xbox,2.86
assassin's creed iv: black flag,PS4,2013,Action,1.07,1.31,0.06,0.42,83.0,78.0,M,play,2.86
command & conquer: red alert,PC,1996,Strategy,1.37,1.34,0.0,0.14,,,,pc,2.85
f-zero,SNES,1990,Racing,1.37,0.51,0.89,0.07,,,,nintendo,2.84
yoshi's story,N64,1997,Platform,1.29,0.53,0.98,0.05,,,,nintendo,2.85
mortal kombat,PS3,2011,Fighting,1.98,0.53,0.0,0.34,84.0,84.0,M,play,2.85
madden nfl 10,X360,2009,Sports,2.52,0.09,0.0,0.22,85.0,61.0,E,xbox,2.83
wwe smackdown! vs raw,PS2,2002,Fighting,1.32,1.08,0.04,0.39,,,,play,2.83
bioshock,X360,2007,Shooter,1.65,0.85,0.05,0.28,96.0,89.0,M,xbox,2.83
metroid prime,GC,2002,Shooter,1.96,0.67,0.1,0.09,97.0,93.0,T,nintendo,2.82
assassin's creed: brotherhood,PS3,2010,Action,1.87,0.55,0.11,0.29,90.0,82.0,M,play,2.82
finding nemo,GBA,2003,Action,1.59,1.05,0.04,0.14,,70.0,E,nintendo,2.82
zumba fitness 2,Wii,2011,Sports,1.51,1.03,0.0,0.27,,,T,nintendo,2.81
myst,PC,1994,Adventure,0.02,2.79,0.0,0.0,,,,pc,2.81
medal of honor,PS3,2010,Shooter,1.28,1.04,0.07,0.42,75.0,75.0,M,play,2.81
need for speed: most wanted,PS3,2012,Racing,0.71,1.46,0.06,0.58,,,,play,2.81
imagine: fashion designer,DS,2007,Simulation,1.32,1.19,0.0,0.3,,76.0,E,nintendo,2.81
wwe smackdown! here comes the pain,PS2,2003,Fighting,1.32,1.06,0.04,0.38,,,,play,2.8
hot shots golf,PS,1997,Sports,0.29,0.2,2.13,0.18,,,,play,2.8
a bug's life,PS,1998,Platform,1.96,0.72,0.0,0.11,,,,play,2.79
wwf smackdown! just bring it,PS2,2001,Fighting,1.19,1.15,0.04,0.41,,,,play,2.79
infamous: second son,PS4,2014,Action,1.28,0.98,0.07,0.46,80.0,79.0,T,play,2.79
dragon quest v: tenkuu no hanayome,SNES,1992,Role-Playing,0.0,0.0,2.78,0.01,,,,nintendo,2.79
mortal kombat trilogy,PS,1996,Fighting,1.98,0.7,0.0,0.11,,,,play,2.79
monster hunter tri,3DS,2011,Role-Playing,0.46,0.29,1.96,0.07,,,,nintendo,2.78
nba street,PS2,2001,Sports,2.19,0.22,0.0,0.38,89.0,86.0,E,play,2.79
jak ii,PS2,2003,Platform,1.68,0.74,0.0,0.36,87.0,82.0,T,play,2.78
ratchet & clank: going commando,PS2,2003,Platform,1.44,0.83,0.26,0.25,,,,play,2.78
need for speed: hot pursuit,PS3,2010,Racing,1.05,1.23,0.03,0.47,89.0,72.0,E10+,play,2.78
skylanders: spyro's adventure,Wii,2011,Action,1.35,1.13,0.0,0.3,81.0,56.0,E10+,nintendo,2.78
battlefield 3,PC,2011,Shooter,0.89,1.43,0.0,0.46,89.0,75.0,M,pc,2.78
mortal kombat x,PS4,2015,Fighting,1.5,0.8,0.0,0.48,83.0,77.0,M,play,2.78
